size_bytes,price,rating_count_tot,rating_count_ver,cont_rating,rate,Travel,Catalogs,Entertainment,Games,Medical,Music,Lifestyle,Sports,Reference,SocialNetworking,Business,Navigation,Food&Drink,Weather,News,Book,Finance,Productivity,Health&Fitness,Photo&Video,Shopping,Utilities,Education
0.012703035308244206,0.016633887796259877,0.025790716632909477,0.02268850607173115,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05880179624613897,0.02663422114070469,0.035558506391454525,0.0009375882519062411,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04647637469064197,0.0,0.1611735735836688,0.0011465687658853431,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.04154022944789609,0.0,0.040263894375015756,0.013194012990680598,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.014137424239542952,0.016633887796259877,0.0021309890996495415,0.0037729454956227054,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053713518844012924,0.0,0.018890467025809543,0.0004913866139508613,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10085818837764635,0.0,1.0,0.0011974018638802597,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0432191164924844,0.0,0.07526334809685091,0.02104490256989551,0.6153846153846154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037956973765352446,0.0,0.13545143587114558,0.0007681445919231855,0.6153846153846154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002629713040714369,0.009966998899963333,0.010574264415440343,0.023597853713640215,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018166209817414243,0.006633554451815061,0.000984309210249859,0.005456085851454392,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001445255514111616,0.009966998899963333,0.0038478153075546064,0.004411183281558882,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03367825678278516,0.0,0.04637481405531697,0.0007399039819260096,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018296608811168673,0.019967332244408147,2.3531982485481605e-06,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0028062950114234953,0.013300443348111604,0.0010891946178994342,0.0016774922338322507,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.052806159179138334,0.0,0.001947775807441149,6.777746399322225e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0010812249898804946,0.0,0.014225083412473633,0.0014007342558599266,0.3846153846153846,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0744442422052643,0.0,0.041420995570944724,0.0001412030499858797,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0009535426418292807,0.016633887796259877,0.00026254969030230197,3.953685399604631e-05,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.052806159179138334,0.03330111003700124,0.001159118222999151,0.0001299068059870093,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.07079578702584345,0.0,0.02415558002134687,0.00035018356396498165,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010266204112458266,0.006633554451815061,0.004487549059981342,0.002761931657723807,0.6153846153846154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0004672630609533796,0.003300110003666789,4.571928025750712e-05,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027163740386470014,0.0,0.060539722826863436,0.006218582321378141,0.6153846153846154,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011279512959758327,0.003300110003666789,0.011236521636817468,0.0016887884778311211,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.030016218374848205,0.0,0.09857446611814735,0.0006212934199378707,0.22693750601212048,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00027438121602494964,0.006633554451815061,0.007263986822089808,0.00038972041796102796,0.3846153846153846,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007625624488931027,0.016633887796259877,0.0015742896282787194,5.648121999435188e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.007495225495176595,0.009966998899963333,0.0007069679880995403,0.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0171719174900367,0.009966998899963333,0.013995478497651004,3.388873199661112e-05,0.3846153846153846,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011564760758596148,0.009966998899963333,0.0012132417827157588,3.953685399604631e-05,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03287412965463283,0.0,0.0015719364300301713,6.777746399322225e-05,0.6153846153846154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011309396062493718,0.013300443348111604,9.748964172556665e-06,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.027823885292351826,0.0,0.01644011530671418,0.015199096300480091,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.052806159179138334,0.006475809857827553,0.0062863571047426115,0.003472338975844096,0.22693750601212048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009489243441338112,0.0,0.1499942010471732,0.0076757977972324205,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015476730571229091,0.006633554451815061,0.007336599796616437,5.648121999435188e-05,0.3846153846153846,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025976566214164047,0.0,0.17104624874986343,0.0005591640779440836,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01869595572954162,0.0,0.019329506584752958,0.0005817565659418243,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008179820212387362,0.006633554451815061,0.0008656407842873591,2.259248799774075e-05,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017745129733415556,0.006633554451815061,0.0005281249212098801,0.00019203614798079637,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.052806159179138334,0.006475809857827553,0.0062863571047426115,0.003472338975844096,0.22693750601212048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03876110089350478,0.016633887796259877,0.003002344793969089,0.00031064670996893535,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.05159453519550341,0.0,0.16661484027666887,0.03328438294267156,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.003257258198157571,0.003300110003666789,0.00027263482565322266,7.907370799209263e-05,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0077152737971372,0.009966998899963333,0.0005318228041718843,1.1296243998870376e-05,0.6153846153846154,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024050464410582964,0.0,0.03830166320690495,0.0008472182999152782,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.008011388178787887,0.016633887796259877,0.0006810828073655106,1.1296243998870376e-05,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006582432538895575,0.013300443348111604,0.00025784329380520565,2.259248799774075e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.047014270539879006,0.0,0.12567221629253617,0.0022705450437729455,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.035797240431294675,0.0,0.0363501895165018,7.342558599265744e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0033632073805830464,0.003300110003666789,0.006367754460571323,0.010093194012990681,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0344851005566407,0.0,0.0424621177103381,0.00012425868398757413,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.014151007468059038,0.016633887796259877,0.012012740887659997,0.002134990115786501,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012004857362517354,0.016633887796259877,0.0001374940119508854,3.953685399604631e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.016242824659536376,0.04330144338144605,0.0004669417667476279,0.0008076814459192319,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013689177698512094,0.0,1.2438333599468848e-05,1.1296243998870376e-05,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010084188850342705,0.0,0.07841831460579726,0.08260378424173963,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.054278581150282126,0.07330244341478048,2.1178784236933446e-05,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00927734507648716,0.0,0.03675964601174918,0.008698107879130189,0.6153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.02967935430764926,0.0,0.0007489893853950432,2.259248799774075e-05,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.014482438243851552,0.006633554451815061,0.00503214636893106,0.0001355549279864445,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.04698438743714361,0.0,0.04848025414541084,0.012211239762778875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.042050958840100953,0.0,0.07830737811693714,0.0038576673256142334,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02526480503992111,0.0,0.016272702059888896,0.00011296243998870376,0.6153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.013860326377814784,0.003300110003666789,0.001859026616353047,0.00020898051397910195,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.012841584239108288,0.006633554451815061,0.0011402926370107657,0.0004349053939565095,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.006049969981064979,0.0,0.021856169161336952,0.0015475854278452414,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.03748971070439907,0.003300110003666789,0.06304150873624849,0.006049138661395086,0.3846153846153846,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03621560386959014,0.0,0.011419062586669132,0.0026320248517367976,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.07271373889231489,0.0,0.016412213098909965,0.0010900875458909913,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.017128451158785224,0.006633554451815061,0.019885869884945416,0.0005704603219429539,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04382492848430186,0.0,0.08474034978611109,0.00045184975995481505,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.010649251156611908,0.006633554451815061,0.0016512728281240807,5.648121999435188e-06,0.3846153846153846,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03168423883662365,0.0,0.000585946363888492,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.014305856273142426,0.003300110003666789,0.005569011740778404,0.006523580909347642,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048801823412596,0.0,0.0629695681040786,5.083309799491669e-05,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005596290148627687,0.009966998899963333,0.0016068982325800297,5.648121999435188e-06,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01698990222792114,0.013300443348111604,3.1263919587854136e-05,2.259248799774075e-05,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007136628262351908,0.003300110003666789,0.009934866834191971,0.00031064670996893535,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.007093161931100433,0.003300110003666789,0.011089278660694027,0.014058175656594183,0.6153846153846154,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03436828479140236,0.0,0.12556598620017312,0.0007173114939282688,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03911698148062625,0.0,0.11237933555766595,0.005190624117480938,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00686224704632696,0.006633554451815061,0.0007735298814156168,1.694436599830556e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02608251539658952,0.0,0.020391471337204904,0.0003219429539678057,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0434228649202257,0.009966998899963333,0.0008609343877902628,5.648121999435188e-05,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004379232873586326,0.016633887796259877,0.0010222965534049937,3.388873199661112e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0012034740465252743,0.003300110003666789,0.00011328968710867573,6.777746399322225e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.061485842200917684,0.009966998899963333,0.005524300974055989,1.694436599830556e-05,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.060347567651269626,0.009966998899963333,0.0033768394866666106,3.953685399604631e-05,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.028456863741201464,0.0,0.009784598317463252,0.00048009036995199094,0.6153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.012224905664477956,0.006633554451815061,0.00029482212342524813,0.000271109855972889,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005615306668550208,0.003300110003666789,0.0003828989721566222,0.00011296243998870376,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11171118796199955,0.009966998899963333,0.011790531738761378,0.0022761931657723808,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03102952722214827,0.0,0.0200485767352736,6.212934199378706e-05,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023379452921888286,0.016633887796259877,0.0009789304713960347,0.002016379553798362,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.00782665627096911,0.0,0.013353055375797356,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.039070798503671546,0.0,0.02723154630337768,0.0001412030499858797,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011993990779704485,0.0,0.017973055880054125,0.0011522168878847782,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012474837069173949,0.003300110003666789,0.1328750199601637,0.0004970347359502965,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004289583565380155,0.006633554451815061,0.0006790657802953264,0.0008302739339169726,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.006533532916237663,0.0,6.0846983283888156e-05,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021073020719856776,0.0,0.0980900434501248,0.0033267438576673257,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0048872456200879655,0.006633554451815061,0.0008202576752082161,2.259248799774075e-05,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.030597580555336713,0.003300110003666789,0.0004608906855370755,0.0001412030499858797,0.6153846153846154,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18736162085949237,0.8333277775925865,0.00025952414969702573,5.648121999435188e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.028676912043162067,0.0,0.06724969954700934,0.0009997175939000283,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02824768202205373,0.0,3.7315000798406545e-05,0.0,0.6153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.031124609821760876,0.0,0.04980678561523527,0.0003558316859644168,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017592997574035384,0.0,0.03647658987956667,0.003547020615645298,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.03149679028310165,0.0,1.5127703026381033e-05,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031537539968649914,0.0,0.017287939018548245,0.0049364586275063545,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.004254267171238329,0.003300110003666789,0.018092732819551715,0.0009319401299068059,0.6153846153846154,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0008041271281523278,0.0,0.013003101179120409,0.003179892685682011,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.00797878843034928,0.003300110003666789,0.005975442695420508,3.388873199661112e-05,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034835547852355736,0.0,0.09667879684335264,0.412809940694719,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014308572918845642,0.009966998899963333,0.0024564028003059156,8.472182999152782e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.03421071934061576,0.0,0.11529595670115222,0.49973453826602654,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0699889432519879,0.016633887796259877,0.0020479548185936276,1.694436599830556e-05,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010165688221439224,0.016633887796259877,0.0018324690932622891,0.00022027675797797232,0.3846153846153846,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014699769900108938,0.0,0.01447653945388992,0.0012199943518780005,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.010396603106212697,0.0,2.1178784236933446e-05,5.083309799491669e-05,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036413919005925006,0.0,7.362148806172102e-05,1.1296243998870376e-05,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.037731492171985404,0.0,0.038355450595443194,0.0121829991527817,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013395779962564622,0.03330111003700124,0.00043534167598140974,2.259248799774075e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.00408040184623242,0.009966998899963333,0.0004343331624463177,0.00017509178198249083,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04243672252995782,0.0,0.006704934152470437,7.342558599265744e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.011689726460944145,0.0,0.0297888004571928,0.0022140638237785936,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004015202349355204,0.003300110003666789,0.03621437636044273,0.00031064670996893535,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05783195373009038,0.003300110003666789,0.007199105784665551,0.005501270827449873,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005588140211518034,0.009966998899963333,0.00017884306688966021,0.00015249929398475007,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005169776773222567,0.009966998899963333,0.010975652802406987,0.004258683987574132,0.6153846153846154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033694556657004465,0.0,0.05545546992528595,0.00038972041796102796,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0021543000426513374,0.006633554451815061,4.7063964970963215e-05,8.472182999152782e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.04661220697580284,0.0,0.027035894677569818,0.0002598136119740186,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004990478156810223,0.003300110003666789,0.00577844638489919,0.0010166619598983339,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010969815349591553,0.003300110003666789,0.002679956633917991,0.0007173114939282688,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009353411156177245,0.009966998899963333,0.00659567851950213,0.006726913301327309,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009342544573364376,0.013300443348111604,0.002458755998554464,0.0007794408359220559,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023604934515255322,0.0,3.9332027868590684e-05,0.0,0.6153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.013200181471932975,0.0,0.09782413204803886,0.0008472182999152782,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00199945123756795,0.013300443348111604,0.0009359005605654399,0.0005083309799491669,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11128467458659443,0.02330077669255642,0.018290065301251397,0.00036712792996328723,0.6153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01797332797248581,0.03330111003700124,0.0027354248783480546,0.0006043490539395651,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.618297695469447e-05,0.0,0.04141259129148562,0.38882236656311775,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003213791866906094,0.003300110003666789,0.008003899585669024,0.0032872070036712793,0.6153846153846154,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
